source,domain,item,molecule,topology,encoder,prior,prior_weight,horizon,mean_rollout_error,std_rollout_error,n,baseline,baseline_mean_rollout_error,pct_gain_vs_baseline,notes
cycle4_ho_lambda_robustness,HO,lattice,,lattice,gnn_node,permuted_graph,0.050000,4,0.001129,0.000297,3,,,,
cycle4_ho_lambda_robustness,HO,lattice,,lattice,gnn_node,permuted_graph,0.050000,8,0.002293,0.000632,3,,,,
cycle4_ho_lambda_robustness,HO,lattice,,lattice,gnn_node,permuted_graph,0.050000,16,0.005145,0.001588,3,,,,
cycle4_ho_lambda_robustness,HO,lattice,,lattice,gnn_node,permuted_graph,0.050000,32,0.016610,0.008072,3,,,,
cycle4_ho_lambda_robustness,HO,lattice,,lattice,gnn_node,random_graph,0.050000,1,0.000293,0.000073,3,,,,
cycle4_ho_lambda_robustness,HO,lattice,,lattice,gnn_node,random_graph,0.050000,2,0.000584,0.000146,3,,,,
cycle4_ho_lambda_robustness,HO,lattice,,lattice,gnn_node,random_graph,0.050000,4,0.001165,0.000298,3,,,,
cycle4_ho_lambda_robustness,HO,lattice,,lattice,gnn_node,random_graph,0.050000,8,0.002368,0.000644,3,,,,
cycle4_ho_lambda_robustness,HO,lattice,,lattice,gnn_node,random_graph,0.050000,16,0.005300,0.001676,3,,,,
cycle4_ho_lambda_robustness,HO,lattice,,lattice,gnn_node,random_graph,0.050000,32,0.017306,0.008210,3,,,,
cycle4_ho_lambda_robustness,HO,scalefree,,scalefree,gnn_node,graph,0.001000,1,0.000600,0.000072,3,,,,
cycle4_ho_lambda_robustness,HO,scalefree,,scalefree,gnn_node,graph,0.001000,2,0.001180,0.000141,3,,,,
cycle4_ho_lambda_robustness,HO,scalefree,,scalefree,gnn_node,graph,0.001000,4,0.002302,0.000264,3,,,,
cycle4_ho_lambda_robustness,HO,scalefree,,scalefree,gnn_node,graph,0.001000,8,0.004353,0.000477,3,,,,
cycle4_ho_lambda_robustness,HO,scalefree,,scalefree,gnn_node,graph,0.001000,16,0.008484,0.001563,3,,,,
cycle4_ho_lambda_robustness,HO,scalefree,,scalefree,gnn_node,graph,0.001000,32,0.023032,0.007686,3,,,,
cycle4_ho_lambda_robustness,HO,scalefree,,scalefree,gnn_node,permuted_graph,0.001000,1,0.000688,0.000405,3,,,,
cycle4_ho_lambda_robustness,HO,scalefree,,scalefree,gnn_node,permuted_graph,0.001000,2,0.001373,0.000801,3,,,,
cycle4_ho_lambda_robustness,HO,scalefree,,scalefree,gnn_node,permuted_graph,0.001000,4,0.002758,0.001595,3,,,,
cycle4_ho_lambda_robustness,HO,scalefree,,scalefree,gnn_node,permuted_graph,0.001000,8,0.005638,0.003251,3,,,,
cycle4_ho_lambda_robustness,HO,scalefree,,scalefree,gnn_node,permuted_graph,0.001000,16,0.012661,0.007075,3,,,,
cycle4_ho_lambda_robustness,HO,scalefree,,scalefree,gnn_node,permuted_graph,0.001000,32,0.035353,0.016309,3,,,,
cycle4_ho_lambda_robustness,HO,scalefree,,scalefree,gnn_node,random_graph,0.001000,1,0.000668,0.000340,3,,,,
cycle4_ho_lambda_robustness,HO,scalefree,,scalefree,gnn_node,random_graph,0.001000,2,0.001346,0.000691,3,,,,
cycle4_ho_lambda_robustness,HO,scalefree,,scalefree,gnn_node,random_graph,0.001000,4,0.002756,0.001437,3,,,,
cycle4_ho_lambda_robustness,HO,scalefree,,scalefree,gnn_node,random_graph,0.001000,8,0.005801,0.003066,3,,,,
cycle4_ho_lambda_robustness,HO,scalefree,,scalefree,gnn_node,random_graph,0.001000,16,0.013392,0.006666,3,,,,
cycle4_ho_lambda_robustness,HO,scalefree,,scalefree,gnn_node,random_graph,0.001000,32,0.039290,0.014870,3,,,,
cycle4_ho_lambda_robustness,HO,scalefree,,scalefree,gnn_node,graph,0.005000,1,0.000490,0.000053,3,,,,
cycle4_ho_lambda_robustness,HO,scalefree,,scalefree,gnn_node,graph,0.005000,2,0.000979,0.000107,3,,,,
cycle4_ho_lambda_robustness,HO,scalefree,,scalefree,gnn_node,graph,0.005000,4,0.001967,0.000228,3,,,,
cycle4_ho_lambda_robustness,HO,scalefree,,scalefree,gnn_node,graph,0.005000,8,0.004059,0.000546,3,,,,
cycle4_ho_lambda_robustness,HO,scalefree,,scalefree,gnn_node,graph,0.005000,16,0.009542,0.001581,3,,,,
cycle4_ho_lambda_robustness,HO,scalefree,,scalefree,gnn_node,graph,0.005000,32,0.033702,0.011975,3,,,,
cycle4_ho_lambda_robustness,HO,scalefree,,scalefree,gnn_node,permuted_graph,0.005000,1,0.000432,0.000113,3,,,,
cycle4_ho_lambda_robustness,HO,scalefree,,scalefree,gnn_node,permuted_graph,0.005000,2,0.000853,0.000229,3,,,,
cycle4_ho_lambda_robustness,HO,scalefree,,scalefree,gnn_node,permuted_graph,0.005000,4,0.001671,0.000464,3,,,,
cycle4_ho_lambda_robustness,HO,scalefree,,scalefree,gnn_node,permuted_graph,0.005000,8,0.003235,0.000955,3,,,,
cycle4_ho_lambda_robustness,HO,scalefree,,scalefree,gnn_node,permuted_graph,0.005000,16,0.006323,0.001777,3,,,,
cycle4_ho_lambda_robustness,HO,scalefree,,scalefree,gnn_node,permuted_graph,0.005000,32,0.015659,0.002848,3,,,,
cycle4_ho_lambda_robustness,HO,scalefree,,scalefree,gnn_node,random_graph,0.005000,1,0.000436,0.000072,3,,,,
cycle4_ho_lambda_robustness,HO,scalefree,,scalefree,gnn_node,random_graph,0.005000,2,0.000857,0.000143,3,,,,
cycle4_ho_lambda_robustness,HO,scalefree,,scalefree,gnn_node,random_graph,0.005000,4,0.001661,0.000278,3,,,,
cycle4_ho_lambda_robustness,HO,scalefree,,scalefree,gnn_node,random_graph,0.005000,8,0.003145,0.000531,3,,,,
cycle4_ho_lambda_robustness,HO,scalefree,,scalefree,gnn_node,random_graph,0.005000,16,0.005942,0.000934,3,,,,
cycle4_ho_lambda_robustness,HO,scalefree,,scalefree,gnn_node,random_graph,0.005000,32,0.014750,0.002370,3,,,,
cycle4_ho_lambda_robustness,HO,scalefree,,scalefree,gnn_node,graph,0.010000,1,0.000400,0.000134,3,,,,
cycle4_ho_lambda_robustness,HO,scalefree,,scalefree,gnn_node,graph,0.010000,2,0.000790,0.000260,3,,,,
cycle4_ho_lambda_robustness,HO,scalefree,,scalefree,gnn_node,graph,0.010000,4,0.001546,0.000496,3,,,,
cycle4_ho_lambda_robustness,HO,scalefree,,scalefree,gnn_node,graph,0.010000,8,0.002987,0.000919,3,,,,
cycle4_ho_lambda_robustness,HO,scalefree,,scalefree,gnn_node,graph,0.010000,16,0.005889,0.001622,3,,,,
cycle4_ho_lambda_robustness,HO,scalefree,,scalefree,gnn_node,graph,0.010000,32,0.012966,0.002803,3,,,,
cycle4_ho_lambda_robustness,HO,scalefree,,scalefree,gnn_node,permuted_graph,0.010000,1,0.000319,0.000057,3,,,,
cycle4_ho_lambda_robustness,HO,scalefree,,scalefree,gnn_node,permuted_graph,0.010000,2,0.000632,0.000115,3,,,,
cycle4_ho_lambda_robustness,HO,scalefree,,scalefree,gnn_node,permuted_graph,0.010000,4,0.001251,0.000231,3,,,,
cycle4_ho_lambda_robustness,HO,scalefree,,scalefree,gnn_node,permuted_graph,0.010000,8,0.002497,0.000443,3,,,,
cycle4_ho_lambda_robustness,HO,scalefree,,scalefree,gnn_node,permuted_graph,0.010000,16,0.005182,0.000631,3,,,,
cycle4_ho_lambda_robustness,HO,scalefree,,scalefree,gnn_node,permuted_graph,0.010000,32,0.013968,0.001419,3,,,,
cycle4_ho_lambda_robustness,HO,scalefree,,scalefree,gnn_node,random_graph,0.010000,1,0.000384,0.000140,3,,,,
cycle4_ho_lambda_robustness,HO,scalefree,,scalefree,gnn_node,random_graph,0.010000,2,0.000756,0.000271,3,,,,
cycle4_ho_lambda_robustness,HO,scalefree,,scalefree,gnn_node,random_graph,0.010000,4,0.001484,0.000516,3,,,,
cycle4_ho_lambda_robustness,HO,scalefree,,scalefree,gnn_node,random_graph,0.010000,8,0.002951,0.000976,3,,,,
cycle4_ho_lambda_robustness,HO,scalefree,,scalefree,gnn_node,random_graph,0.010000,16,0.006586,0.002022,3,,,,
cycle4_ho_lambda_robustness,HO,scalefree,,scalefree,gnn_node,random_graph,0.010000,32,0.023457,0.011325,3,,,,
cycle4_ho_lambda_robustness,HO,scalefree,,scalefree,gnn_node,graph,0.050000,1,0.000364,0.000106,3,,,,
cycle4_ho_lambda_robustness,HO,scalefree,,scalefree,gnn_node,graph,0.050000,2,0.000722,0.000207,3,,,,
cycle4_ho_lambda_robustness,HO,scalefree,,scalefree,gnn_node,graph,0.050000,4,0.001429,0.000392,3,,,,
cycle4_ho_lambda_robustness,HO,scalefree,,scalefree,gnn_node,graph,0.050000,8,0.002849,0.000723,3,,,,
cycle4_ho_lambda_robustness,HO,scalefree,,scalefree,gnn_node,graph,0.050000,16,0.006307,0.001438,3,,,,
cycle4_ho_lambda_robustness,HO,scalefree,,scalefree,gnn_node,graph,0.050000,32,0.023326,0.010110,3,,,,
cycle4_ho_lambda_robustness,HO,scalefree,,scalefree,gnn_node,permuted_graph,0.050000,1,0.000355,0.000116,3,,,,
cycle4_ho_lambda_robustness,HO,scalefree,,scalefree,gnn_node,permuted_graph,0.050000,2,0.000705,0.000232,3,,,,
cycle4_ho_lambda_robustness,HO,scalefree,,scalefree,gnn_node,permuted_graph,0.050000,4,0.001396,0.000457,3,,,,
cycle4_ho_lambda_robustness,HO,scalefree,,scalefree,gnn_node,permuted_graph,0.050000,8,0.002785,0.000920,3,,,,
cycle4_ho_lambda_robustness,HO,scalefree,,scalefree,gnn_node,permuted_graph,0.050000,16,0.005905,0.001991,3,,,,
cycle4_ho_lambda_robustness,HO,scalefree,,scalefree,gnn_node,permuted_graph,0.050000,32,0.017502,0.006324,3,,,,
cycle4_ho_lambda_robustness,HO,scalefree,,scalefree,gnn_node,random_graph,0.050000,1,0.000349,0.000116,3,,,,
cycle4_ho_lambda_robustness,HO,scalefree,,scalefree,gnn_node,random_graph,0.050000,2,0.000692,0.000232,3,,,,
cycle4_ho_lambda_robustness,HO,scalefree,,scalefree,gnn_node,random_graph,0.050000,4,0.001371,0.000452,3,,,,
cycle4_ho_lambda_robustness,HO,scalefree,,scalefree,gnn_node,random_graph,0.050000,8,0.002733,0.000890,3,,,,
cycle4_ho_lambda_robustness,HO,scalefree,,scalefree,gnn_node,random_graph,0.050000,16,0.005800,0.001807,3,,,,
cycle4_ho_lambda_robustness,HO,scalefree,,scalefree,gnn_node,random_graph,0.050000,32,0.017386,0.005388,3,,,,
cycle5_ho_lattice_bridge,HO,lattice,,lattice,gnn_node,graph,0.001000,1,0.000588,0.000154,5,,,,
cycle5_ho_lattice_bridge,HO,lattice,,lattice,gnn_node,graph,0.001000,2,0.001179,0.000302,5,,,,
cycle5_ho_lattice_bridge,HO,lattice,,lattice,gnn_node,graph,0.001000,4,0.002376,0.000583,5,,,,
cycle5_ho_lattice_bridge,HO,lattice,,lattice,gnn_node,graph,0.001000,8,0.004956,0.001060,5,,,,
cycle5_ho_lattice_bridge,HO,lattice,,lattice,gnn_node,graph,0.001000,16,0.011481,0.001914,5,,,,
cycle5_ho_lattice_bridge,HO,lattice,,lattice,gnn_node,graph,0.001000,32,0.036034,0.004868,5,,,,
cycle5_ho_lattice_bridge,HO,lattice,,lattice,gnn_node,permuted_graph,0.001000,1,0.000548,0.000288,5,,,,
cycle5_ho_lattice_bridge,HO,lattice,,lattice,gnn_node,permuted_graph,0.001000,2,0.001089,0.000574,5,,,,
cycle5_ho_lattice_bridge,HO,lattice,,lattice,gnn_node,permuted_graph,0.001000,4,0.002157,0.001141,5,,,,
cycle5_ho_lattice_bridge,HO,lattice,,lattice,gnn_node,permuted_graph,0.001000,8,0.004290,0.002261,5,,,,
cycle5_ho_lattice_bridge,HO,lattice,,lattice,gnn_node,permuted_graph,0.001000,16,0.009284,0.004604,5,,,,
cycle5_ho_lattice_bridge,HO,lattice,,lattice,gnn_node,permuted_graph,0.001000,32,0.031095,0.016873,5,,,,
cycle5_ho_lattice_bridge,HO,lattice,,lattice,gnn_node,random_graph,0.001000,1,0.000558,0.000265,5,,,,
cycle5_ho_lattice_bridge,HO,lattice,,lattice,gnn_node,random_graph,0.001000,2,0.001108,0.000526,5,,,,
cycle5_ho_lattice_bridge,HO,lattice,,lattice,gnn_node,random_graph,0.001000,4,0.002184,0.001044,5,,,,
cycle5_ho_lattice_bridge,HO,lattice,,lattice,gnn_node,random_graph,0.001000,8,0.004318,0.002081,5,,,,
cycle5_ho_lattice_bridge,HO,lattice,,lattice,gnn_node,random_graph,0.001000,16,0.009120,0.004329,5,,,,
cycle5_ho_lattice_bridge,HO,lattice,,lattice,gnn_node,random_graph,0.001000,32,0.027438,0.013210,5,,,,
cycle5_ho_lattice_bridge,HO,lattice,,lattice,gnn_node,graph,0.005000,1,0.000469,0.000149,5,,,,
cycle5_ho_lattice_bridge,HO,lattice,,lattice,gnn_node,graph,0.005000,2,0.000928,0.000293,5,,,,
cycle5_ho_lattice_bridge,HO,lattice,,lattice,gnn_node,graph,0.005000,4,0.001833,0.000580,5,,,,
cycle5_ho_lattice_bridge,HO,lattice,,lattice,gnn_node,graph,0.005000,8,0.003717,0.001238,5,,,,
cycle5_ho_lattice_bridge,HO,lattice,,lattice,gnn_node,graph,0.005000,16,0.008766,0.003911,5,,,,
cycle5_ho_lattice_bridge,HO,lattice,,lattice,gnn_node,graph,0.005000,32,0.033130,0.028911,5,,,,
cycle5_ho_lattice_bridge,HO,lattice,,lattice,gnn_node,permuted_graph,0.005000,1,0.000372,0.000080,5,,,,
cycle5_ho_lattice_bridge,HO,lattice,,lattice,gnn_node,permuted_graph,0.005000,2,0.000741,0.000164,5,,,,
cycle5_ho_lattice_bridge,HO,lattice,,lattice,gnn_node,permuted_graph,0.005000,4,0.001476,0.000338,5,,,,
cycle5_ho_lattice_bridge,HO,lattice,,lattice,gnn_node,permuted_graph,0.005000,8,0.002988,0.000677,5,,,,
cycle5_ho_lattice_bridge,HO,lattice,,lattice,gnn_node,permuted_graph,0.005000,16,0.006568,0.001366,5,,,,
cycle5_ho_lattice_bridge,HO,lattice,,lattice,gnn_node,permuted_graph,0.005000,32,0.018893,0.005162,5,,,,
cycle5_ho_lattice_bridge,HO,lattice,,lattice,gnn_node,random_graph,0.005000,1,0.000396,0.000086,5,,,,
cycle5_ho_lattice_bridge,HO,lattice,,lattice,gnn_node,random_graph,0.005000,2,0.000786,0.000173,5,,,,
cycle5_ho_lattice_bridge,HO,lattice,,lattice,gnn_node,random_graph,0.005000,4,0.001556,0.000342,5,,,,
cycle5_ho_lattice_bridge,HO,lattice,,lattice,gnn_node,random_graph,0.005000,8,0.003113,0.000669,5,,,,
cycle5_ho_lattice_bridge,HO,lattice,,lattice,gnn_node,random_graph,0.005000,16,0.006735,0.001395,5,,,,
cycle5_ho_lattice_bridge,HO,lattice,,lattice,gnn_node,random_graph,0.005000,32,0.019632,0.005629,5,,,,
cycle5_ho_lattice_bridge,HO,lattice,,lattice,gnn_node,graph,0.010000,1,0.000346,0.000117,5,,,,
cycle5_ho_lattice_bridge,HO,lattice,,lattice,gnn_node,graph,0.010000,2,0.000691,0.000236,5,,,,
cycle5_ho_lattice_bridge,HO,lattice,,lattice,gnn_node,graph,0.010000,4,0.001375,0.000482,5,,,,
cycle5_ho_lattice_bridge,HO,lattice,,lattice,gnn_node,graph,0.010000,8,0.002788,0.001016,5,,,,
cycle5_ho_lattice_bridge,HO,lattice,,lattice,gnn_node,graph,0.010000,16,0.006209,0.002375,5,,,,
cycle5_ho_lattice_bridge,HO,lattice,,lattice,gnn_node,graph,0.010000,32,0.019297,0.009681,5,,,,
cycle5_ho_lattice_bridge,HO,lattice,,lattice,gnn_node,permuted_graph,0.010000,1,0.000320,0.000122,5,,,,
cycle5_ho_lattice_bridge,HO,lattice,,lattice,gnn_node,permuted_graph,0.010000,2,0.000633,0.000239,5,,,,
cycle5_ho_lattice_bridge,HO,lattice,,lattice,gnn_node,permuted_graph,0.010000,4,0.001243,0.000465,5,,,,
cycle5_ho_lattice_bridge,HO,lattice,,lattice,gnn_node,permuted_graph,0.010000,8,0.002437,0.000912,5,,,,
cycle5_ho_lattice_bridge,HO,lattice,,lattice,gnn_node,permuted_graph,0.010000,16,0.005044,0.002091,5,,,,
cycle5_ho_lattice_bridge,HO,lattice,,lattice,gnn_node,permuted_graph,0.010000,32,0.014132,0.007733,5,,,,
cycle5_ho_lattice_bridge,HO,lattice,,lattice,gnn_node,random_graph,0.010000,1,0.000307,0.000140,5,,,,
cycle5_ho_lattice_bridge,HO,lattice,,lattice,gnn_node,random_graph,0.010000,2,0.000607,0.000274,5,,,,
cycle5_ho_lattice_bridge,HO,lattice,,lattice,gnn_node,random_graph,0.010000,4,0.001191,0.000525,5,,,,
cycle5_ho_lattice_bridge,HO,lattice,,lattice,gnn_node,random_graph,0.010000,8,0.002329,0.000984,5,,,,
cycle5_ho_lattice_bridge,HO,lattice,,lattice,gnn_node,random_graph,0.010000,16,0.004716,0.001905,5,,,,
cycle5_ho_lattice_bridge,HO,lattice,,lattice,gnn_node,random_graph,0.010000,32,0.012875,0.005518,5,,,,
cycle5_ho_lattice_bridge,HO,lattice,,lattice,gnn_node,graph,0.050000,1,0.000310,0.000088,5,,,,
cycle5_ho_lattice_bridge,HO,lattice,,lattice,gnn_node,graph,0.050000,2,0.000616,0.000174,5,,,,
cycle5_ho_lattice_bridge,HO,lattice,,lattice,gnn_node,graph,0.050000,4,0.001225,0.000352,5,,,,
cycle5_ho_lattice_bridge,HO,lattice,,lattice,gnn_node,graph,0.050000,8,0.002474,0.000740,5,,,,
cycle5_ho_lattice_bridge,HO,lattice,,lattice,gnn_node,graph,0.050000,16,0.005480,0.001777,5,,,,
cycle5_ho_lattice_bridge,HO,lattice,,lattice,gnn_node,graph,0.050000,32,0.017898,0.008284,5,,,,
cycle5_ho_lattice_bridge,HO,lattice,,lattice,gnn_node,permuted_graph,0.050000,1,0.000321,0.000072,5,,,,
cycle5_ho_lattice_bridge,HO,lattice,,lattice,gnn_node,permuted_graph,0.050000,2,0.000642,0.000146,5,,,,
cycle5_ho_lattice_bridge,HO,lattice,,lattice,gnn_node,permuted_graph,0.050000,4,0.001288,0.000302,5,,,,
cycle5_ho_lattice_bridge,HO,lattice,,lattice,gnn_node,permuted_graph,0.050000,8,0.002638,0.000650,5,,,,
cycle5_ho_lattice_bridge,HO,lattice,,lattice,gnn_node,permuted_graph,0.050000,16,0.005831,0.001465,5,,,,
cycle5_ho_lattice_bridge,HO,lattice,,lattice,gnn_node,permuted_graph,0.050000,32,0.016618,0.005710,5,,,,
cycle5_ho_lattice_bridge,HO,lattice,,lattice,gnn_node,random_graph,0.050000,1,0.000329,0.000071,5,,,,
cycle5_ho_lattice_bridge,HO,lattice,,lattice,gnn_node,random_graph,0.050000,2,0.000657,0.000144,5,,,,
cycle5_ho_lattice_bridge,HO,lattice,,lattice,gnn_node,random_graph,0.050000,4,0.001319,0.000298,5,,,,
cycle5_ho_lattice_bridge,HO,lattice,,lattice,gnn_node,random_graph,0.050000,8,0.002697,0.000640,5,,,,
cycle5_ho_lattice_bridge,HO,lattice,,lattice,gnn_node,random_graph,0.050000,16,0.005924,0.001461,5,,,,
cycle5_ho_lattice_bridge,HO,lattice,,lattice,gnn_node,random_graph,0.050000,32,0.016857,0.005852,5,,,,
cycle5_ho_lattice_bridge,HO,lattice,,lattice,gnn_node,graph,0.100000,1,0.000313,0.000107,5,,,,
cycle5_ho_lattice_bridge,HO,lattice,,lattice,gnn_node,graph,0.100000,2,0.000625,0.000213,5,,,,
cycle5_ho_lattice_bridge,HO,lattice,,lattice,gnn_node,graph,0.100000,4,0.001249,0.000426,5,,,,
cycle5_ho_lattice_bridge,HO,lattice,,lattice,gnn_node,graph,0.100000,8,0.002546,0.000865,5,,,,
cycle5_ho_lattice_bridge,HO,lattice,,lattice,gnn_node,graph,0.100000,16,0.005634,0.001836,5,,,,
cycle5_ho_lattice_bridge,HO,lattice,,lattice,gnn_node,graph,0.100000,32,0.016907,0.005387,5,,,,
cycle5_ho_lattice_bridge,HO,lattice,,lattice,gnn_node,permuted_graph,0.100000,1,0.000354,0.000096,5,,,,
cycle5_ho_lattice_bridge,HO,lattice,,lattice,gnn_node,permuted_graph,0.100000,2,0.000708,0.000190,5,,,,
cycle5_ho_lattice_bridge,HO,lattice,,lattice,gnn_node,permuted_graph,0.100000,4,0.001423,0.000376,5,,,,
cycle5_ho_lattice_bridge,HO,lattice,,lattice,gnn_node,permuted_graph,0.100000,8,0.002936,0.000763,5,,,,
cycle5_ho_lattice_bridge,HO,lattice,,lattice,gnn_node,permuted_graph,0.100000,16,0.006634,0.001644,5,,,,
cycle5_ho_lattice_bridge,HO,lattice,,lattice,gnn_node,permuted_graph,0.100000,32,0.019773,0.005892,5,,,,
cycle5_ho_lattice_bridge,HO,lattice,,lattice,gnn_node,random_graph,0.100000,1,0.000355,0.000097,5,,,,
cycle5_ho_lattice_bridge,HO,lattice,,lattice,gnn_node,random_graph,0.100000,2,0.000710,0.000192,5,,,,
cycle5_ho_lattice_bridge,HO,lattice,,lattice,gnn_node,random_graph,0.100000,4,0.001427,0.000379,5,,,,
cycle5_ho_lattice_bridge,HO,lattice,,lattice,gnn_node,random_graph,0.100000,8,0.002943,0.000766,5,,,,
cycle5_ho_lattice_bridge,HO,lattice,,lattice,gnn_node,random_graph,0.100000,16,0.006661,0.001644,5,,,,
cycle5_ho_lattice_bridge,HO,lattice,,lattice,gnn_node,random_graph,0.100000,32,0.019872,0.006186,5,,,,
